account_id,account_name,global_region,industry_vertical,contract_tier,annual_contract_value,continued_decline_probability,priority_tier,on_churn_radar_aug,flag_reason,suggested_action,triage_note
ACC_0123,BizCorp_0123,AMER,Logistics,Standard,23040,0.1215,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0142,BizCorp_0142,APAC,Healthcare,Standard,16320,0.1211,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0501,BizCorp_0501,EMEA,Technology,Premium,92160,0.121,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0779,BizCorp_0779,APAC,Manufacturing,Premium,46080,0.12,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0070,BizCorp_0070,EMEA,Healthcare,Standard,14400,0.1193,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0932,BizCorp_0932,APAC,Technology,Enterprise,342900,0.1192,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0193,BizCorp_0193,AMER,Manufacturing,Enterprise,372600,0.1185,Low,No,Active seats fell +2% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0316,BizCorp_0316,EMEA,Financial Services,Premium,46800,0.118,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0719,BizCorp_0719,AMER,Technology,Enterprise,238680,0.118,Low,No,Active seats fell -13% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0332,BizCorp_0332,APAC,Logistics,Premium,23760,0.1168,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0568,BizCorp_0568,APAC,Logistics,Premium,146160,0.1161,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0498,BizCorp_0498,AMER,Technology,Standard,10560,0.1155,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0460,BizCorp_0460,APAC,Manufacturing,Standard,8640,0.1144,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0441,BizCorp_0441,AMER,Technology,Enterprise,241920,0.114,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0844,BizCorp_0844,APAC,Logistics,Enterprise,110160,0.1125,Low,No,Active seats fell +7% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0160,BizCorp_0160,APAC,Retail,Standard,16320,0.1124,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0886,BizCorp_0886,EMEA,Technology,Enterprise,95580,0.112,Low,No,Active seats fell -7% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0920,BizCorp_0920,EMEA,Technology,Premium,58320,0.112,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0002,BizCorp_0002,APAC,Financial Services,Standard,11520,0.1119,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0043,BizCorp_0043,EMEA,Financial Services,Premium,55440,0.1106,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0437,BizCorp_0437,EMEA,Financial Services,Premium,64800,0.1099,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0690,BizCorp_0690,AMER,Healthcare,Enterprise,142020,0.1091,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0335,BizCorp_0335,APAC,Logistics,Premium,18720,0.108,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0833,BizCorp_0833,AMER,Logistics,Enterprise,221940,0.1079,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0304,BizCorp_0304,AMER,Healthcare,Enterprise,173340,0.1077,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0383,BizCorp_0383,APAC,Financial Services,Premium,96480,0.1073,Low,No,Active seats fell +1% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0860,BizCorp_0860,APAC,Financial Services,Premium,43200,0.1062,Low,No,API usage fell -6% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0776,BizCorp_0776,EMEA,Healthcare,Enterprise,135000,0.106,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0500,BizCorp_0500,AMER,Logistics,Premium,28800,0.1054,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0853,BizCorp_0853,AMER,Manufacturing,Standard,17280,0.1053,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0803,BizCorp_0803,APAC,Retail,Premium,63360,0.105,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0472,BizCorp_0472,APAC,Technology,Premium,57600,0.1049,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0329,BizCorp_0329,APAC,Healthcare,Enterprise,176580,0.1045,Low,No,Active seats fell +3% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0910,BizCorp_0910,EMEA,Retail,Enterprise,232740,0.1045,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0663,BizCorp_0663,EMEA,Retail,Enterprise,142020,0.1038,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0394,BizCorp_0394,AMER,Financial Services,Standard,10560,0.1037,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0866,BizCorp_0866,EMEA,Retail,Enterprise,219780,0.1028,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0703,BizCorp_0703,AMER,Retail,Premium,74880,0.1024,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0699,BizCorp_0699,APAC,Technology,Enterprise,136620,0.1022,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0238,BizCorp_0238,AMER,Healthcare,Premium,30240,0.1019,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0597,BizCorp_0597,AMER,Technology,Enterprise,401760,0.1015,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0376,BizCorp_0376,AMER,Financial Services,Premium,76320,0.1013,Low,No,Active seats fell -2% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0183,BizCorp_0183,APAC,Financial Services,Standard,10560,0.1012,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0804,BizCorp_0804,APAC,Financial Services,Premium,34560,0.1,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0676,BizCorp_0676,APAC,Technology,Standard,6720,0.0995,Low,No,API usage fell -3% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Lower priority within the at-risk pool
ACC_0891,BizCorp_0891,APAC,Retail,Enterprise,339660,0.0993,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0283,BizCorp_0283,APAC,Financial Services,Standard,12480,0.0993,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0873,BizCorp_0873,AMER,Healthcare,Standard,20160,0.099,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0246,BizCorp_0246,AMER,Healthcare,Premium,68400,0.099,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0026,BizCorp_0026,AMER,Retail,Premium,48240,0.0988,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0027,BizCorp_0027,AMER,Financial Services,Premium,23040,0.0987,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0177,BizCorp_0177,APAC,Manufacturing,Standard,24000,0.0983,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0217,BizCorp_0217,APAC,Healthcare,Enterprise,106920,0.0982,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0999,BizCorp_0999,EMEA,Retail,Enterprise,318600,0.098,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0913,BizCorp_0913,AMER,Financial Services,Premium,50400,0.0975,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0224,BizCorp_0224,APAC,Technology,Enterprise,268920,0.0974,Low,No,Active seats fell +1% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0757,BizCorp_0757,EMEA,Manufacturing,Standard,22080,0.0973,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0414,BizCorp_0414,APAC,Manufacturing,Enterprise,329400,0.096,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0419,BizCorp_0419,APAC,Logistics,Premium,51120,0.0947,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0586,BizCorp_0586,EMEA,Technology,Enterprise,262440,0.0939,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0431,BizCorp_0431,AMER,Retail,Standard,15360,0.093,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0494,BizCorp_0494,AMER,Retail,Enterprise,268380,0.0929,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0704,BizCorp_0704,EMEA,Retail,Premium,26640,0.0919,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0801,BizCorp_0801,APAC,Financial Services,Standard,3840,0.0918,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0691,BizCorp_0691,AMER,Technology,Enterprise,182520,0.0894,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0046,BizCorp_0046,AMER,Financial Services,Standard,6720,0.0893,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0093,BizCorp_0093,APAC,Financial Services,Standard,12480,0.089,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0008,BizCorp_0008,EMEA,Technology,Enterprise,171180,0.0884,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0958,BizCorp_0958,AMER,Retail,Premium,33840,0.0884,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0348,BizCorp_0348,APAC,Manufacturing,Standard,11520,0.0874,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0575,BizCorp_0575,EMEA,Financial Services,Enterprise,262440,0.0867,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0667,BizCorp_0667,AMER,Manufacturing,Standard,13440,0.0865,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0337,BizCorp_0337,AMER,Logistics,Enterprise,328860,0.0863,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0201,BizCorp_0201,EMEA,Retail,Standard,13440,0.0862,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0617,BizCorp_0617,AMER,Manufacturing,Enterprise,321300,0.0858,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0496,BizCorp_0496,AMER,Technology,Standard,5760,0.0857,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0077,BizCorp_0077,AMER,Technology,Enterprise,137160,0.0838,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0554,BizCorp_0554,AMER,Logistics,Premium,15120,0.0836,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0546,BizCorp_0546,APAC,Technology,Premium,58320,0.0829,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0712,BizCorp_0712,AMER,Manufacturing,Premium,38160,0.0824,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0312,BizCorp_0312,AMER,Retail,Standard,24000,0.0821,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0490,BizCorp_0490,AMER,Logistics,Standard,28800,0.0819,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0198,BizCorp_0198,APAC,Manufacturing,Standard,18240,0.0806,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0685,BizCorp_0685,APAC,Technology,Enterprise,509760,0.0805,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0998,BizCorp_0998,APAC,Retail,Enterprise,85860,0.0799,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0912,BizCorp_0912,AMER,Financial Services,Premium,42480,0.0799,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0721,BizCorp_0721,AMER,Manufacturing,Standard,16320,0.0798,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0182,BizCorp_0182,EMEA,Retail,Enterprise,308340,0.0794,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0964,BizCorp_0964,APAC,Manufacturing,Standard,10560,0.0782,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0052,BizCorp_0052,APAC,Logistics,Premium,19440,0.0775,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0125,BizCorp_0125,AMER,Healthcare,Enterprise,253260,0.0775,Low,No,Active seats fell +2% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0903,BizCorp_0903,EMEA,Healthcare,Standard,19200,0.0774,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0286,BizCorp_0286,APAC,Technology,Enterprise,123660,0.0771,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0906,BizCorp_0906,AMER,Technology,Premium,27360,0.0759,Low,No,Active seats fell +9% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0358,BizCorp_0358,APAC,Retail,Enterprise,311580,0.0756,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0881,BizCorp_0881,AMER,Healthcare,Premium,19440,0.0755,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0279,BizCorp_0279,EMEA,Retail,Enterprise,346140,0.0755,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0769,BizCorp_0769,AMER,Manufacturing,Enterprise,163080,0.074,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0454,BizCorp_0454,APAC,Healthcare,Standard,7680,0.0739,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0548,BizCorp_0548,APAC,Financial Services,Standard,7680,0.0734,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0064,BizCorp_0064,APAC,Healthcare,Premium,20160,0.0734,Low,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0482,BizCorp_0482,APAC,Retail,Standard,15360,0.0728,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0730,BizCorp_0730,EMEA,Manufacturing,Enterprise,309960,0.0728,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0504,BizCorp_0504,AMER,Logistics,Premium,57600,0.0726,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0468,BizCorp_0468,APAC,Logistics,Premium,36720,0.0724,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0992,BizCorp_0992,AMER,Technology,Premium,66960,0.0723,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0328,BizCorp_0328,EMEA,Financial Services,Premium,46800,0.0722,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0263,BizCorp_0263,AMER,Technology,Enterprise,196020,0.072,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0039,BizCorp_0039,APAC,Healthcare,Standard,8640,0.0719,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0156,BizCorp_0156,AMER,Logistics,Standard,6720,0.0718,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0847,BizCorp_0847,APAC,Logistics,Enterprise,208980,0.0718,Low,No,Active seats fell +4% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0271,BizCorp_0271,EMEA,Retail,Premium,56160,0.0715,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0449,BizCorp_0449,AMER,Healthcare,Premium,112320,0.0699,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0819,BizCorp_0819,APAC,Healthcare,Standard,13440,0.0697,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0805,BizCorp_0805,APAC,Healthcare,Premium,32400,0.0696,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0154,BizCorp_0154,AMER,Retail,Standard,11520,0.0693,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0259,BizCorp_0259,EMEA,Manufacturing,Standard,24000,0.0691,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0489,BizCorp_0489,EMEA,Technology,Enterprise,179820,0.0689,Low,No,Active seats fell +0% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0522,BizCorp_0522,AMER,Technology,Premium,44640,0.0685,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0438,BizCorp_0438,APAC,Logistics,Enterprise,170640,0.0684,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0045,BizCorp_0045,APAC,Technology,Enterprise,207360,0.0681,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0397,BizCorp_0397,EMEA,Technology,Premium,68400,0.068,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0272,BizCorp_0272,EMEA,Healthcare,Premium,55440,0.0669,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0015,BizCorp_0015,EMEA,Technology,Premium,56880,0.0668,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0293,BizCorp_0293,EMEA,Retail,Enterprise,234360,0.0667,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0028,BizCorp_0028,APAC,Financial Services,Standard,9600,0.0666,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0947,BizCorp_0947,AMER,Technology,Enterprise,187380,0.0665,Low,No,Active seats fell +4% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Lower priority within the at-risk pool
ACC_0525,BizCorp_0525,EMEA,Healthcare,Premium,74160,0.0659,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0972,BizCorp_0972,EMEA,Financial Services,Premium,56160,0.0647,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
ACC_0433,BizCorp_0433,APAC,Technology,Premium,21600,0.0642,Low,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Lower priority within the at-risk pool
